,bid,ask,last,openinterest,type,expiration,strike,underlying,underlying_last,quotedate,implied_vol,delta,gamma,vega,theta,rho,ticker,event_date,day_to_event
2015-11-30,240.0,275.0,270.3,457.0,put,2016-01-21,5425,AS51,5166.518,2015-11-30,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,16
2015-12-01,248.0,283.0,213.5,457.0,put,2016-01-21,5425,AS51,5266.139,2015-12-01,0.12572705584817437,-0.7503761970300533,0.001261941202866891,6.147942743237624,-1.0452924914363153,-5.81970830543655,AS51 01-21-16 P5425 Index,2015-12-16,15
2015-12-02,202.0,224.0,202.9,457.0,put,2016-01-21,5425,AS51,5258.339,2015-12-02,0.09742167662550894,-0.8243061716474664,0.0013294361614723162,4.905659373339628,-0.7947599870869942,-6.2155908086500915,AS51 01-21-16 P5425 Index,2015-12-16,14
2015-12-03,234.0,255.0,237.1,457.0,put,2016-01-21,5425,AS51,5227.717000000001,2015-12-03,0.11752412107346813,-0.8174249724907764,0.0011489832936043564,4.954137772323177,-0.9047035673502588,-6.05501246084421,AS51 01-21-16 P5425 Index,2015-12-16,13
2015-12-04,301.0,309.0,296.3,457.0,put,2016-01-21,5425,AS51,5151.607,2015-12-04,0.09874401341433914,-0.931110658842606,0.0006698687407546715,2.3085235496495127,-0.5846411777651165,-6.697665123771855,AS51 01-21-16 P5425 Index,2015-12-16,12
2015-12-07,279.0,287.0,300.5,457.0,put,2016-01-21,5425,AS51,5155.697,2015-12-07,0.13160559155308107,-0.8705170069969064,0.0008575354129602051,3.6984591539718066,-0.8645585321302786,-5.903780451069364,AS51 01-21-16 P5425 Index,2015-12-16,9
2015-12-08,306.0,314.0,333.0,457.0,put,2016-01-21,5425,AS51,5108.605,2015-12-08,0.07664839755962799,-0.9857272343757822,0.0001762785657170321,0.42507645322591464,-0.4004599802908091,-6.471846779161778,AS51 01-21-16 P5425 Index,2015-12-16,8
2015-12-09,338.0,373.0,357.8,457.0,put,2016-01-21,5425,AS51,5080.4529999999995,2015-12-09,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,7
2015-12-10,355.0,390.0,396.8,457.0,put,2016-01-21,5425,AS51,5037.717000000001,2015-12-10,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,6
2015-12-11,402.0,413.0,410.1,457.0,put,2016-01-21,5425,AS51,5029.45,2015-12-11,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,5
2015-12-14,448.0,482.0,506.2,457.0,put,2016-01-21,5425,AS51,4928.598,2015-12-14,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,2
2015-12-15,508.0,520.0,524.9,457.0,put,2016-01-21,5425,AS51,4909.555,2015-12-15,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,1
2015-12-16,414.0,424.0,411.1,457.0,put,2016-01-21,5425,AS51,5028.447,2015-12-16,0.12397170475184645,-0.97291299606814,0.00027464980894610516,0.8491399323898525,-0.49509065472348085,-5.230692923513279,AS51 01-21-16 P5425 Index,2015-12-16,0
2015-12-17,313.0,323.0,333.1,457.0,put,2016-01-21,5425,AS51,5102.008,2015-12-17,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,-1
2015-12-18,368.0,379.0,329.4,457.0,put,2016-01-21,5425,AS51,5106.659000000001,2015-12-18,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,-2
2015-12-21,298.0,322.0,323.8,457.0,put,2016-01-21,5425,AS51,5109.049,2015-12-21,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,-5
2015-12-22,265.0,289.0,309.9,457.0,put,2016-01-21,5425,AS51,5116.691,2015-12-22,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,-6
2015-12-23,261.0,270.0,281.6,457.0,put,2016-01-21,5425,AS51,5141.779,2015-12-23,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,-7
2015-12-24,240.0,249.0,240.0,439.0,put,2016-01-21,5425,AS51,5207.649,2015-12-24,0.1338993615496452,-0.8700343370061269,0.0010737689348250812,2.9911481079052415,-1.0450587821209787,-3.6598174373182837,AS51 01-21-16 P5425 Index,2015-12-16,-8
2015-12-29,226.0,235.0,160.6,439.0,put,2016-01-21,5425,AS51,5267.344,2015-12-29,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,-13
2015-12-30,119.0,134.0,130.9,439.0,put,2016-01-21,5425,AS51,5319.941999999999,2015-12-30,0.10816538476590298,-0.7818090909804447,0.002068593331414572,3.816867035525275,-1.2453888015423435,-2.585801052601401,AS51 01-21-16 P5425 Index,2015-12-16,-14
2015-12-31,120.0,136.0,148.4,439.0,put,2016-01-21,5425,AS51,5295.859,2015-12-31,0.10567979178913772,-0.8392164123971246,0.001797471544616252,3.065160572066361,-1.0989861253508095,-2.6424166466126446,AS51 01-21-16 P5425 Index,2015-12-16,-15
2016-01-04,165.0,172.0,151.9,439.0,put,2016-01-21,5425,AS51,5270.475,2016-01-04,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,-19
2016-01-05,207.0,215.0,245.0,439.0,put,2016-01-21,5425,AS51,5184.434,2016-01-05,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,-20
2016-01-06,239.0,260.0,305.9,439.0,put,2016-01-21,5425,AS51,5123.134,2016-01-06,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,-21
2016-01-07,299.0,333.0,421.2,439.0,put,2016-01-21,5425,AS51,5010.34,2016-01-07,0.201110107414773,-0.9769240379975269,0.0002592532974360101,0.502027784864874,-0.7091675218770458,-2.0389836214676,AS51 01-21-16 P5425 Index,2015-12-16,-22
2016-01-08,440.0,461.0,451.7,439.0,put,2016-01-21,5425,AS51,4990.839,2016-01-08,0.3289584468548619,-0.9065133215820013,0.0005320097639946615,1.5525952517015633,-2.283594218422605,-1.77226045237871,AS51 01-21-16 P5425 Index,2015-12-16,-23
2016-01-11,499.0,510.0,509.8,439.0,put,2016-01-21,5425,AS51,4932.237,2016-01-11,0.4186170368901188,-0.9104536547330335,0.0004683808825303979,1.3068058471613173,-3.0491443496279556,-1.3699652610026007,AS51 01-21-16 P5425 Index,2015-12-16,-26
2016-01-12,466.0,476.0,496.3,439.0,put,2016-01-21,5425,AS51,4925.1320000000005,2016-01-12,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,-27
2016-01-13,433.0,441.0,439.3,439.0,put,2016-01-21,5425,AS51,4987.44,2016-01-13,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,-28
2016-01-14,520.0,570.0,495.9,439.0,put,2016-01-21,5425,AS51,4909.383,2016-01-14,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,-29
2016-01-15,523.0,533.0,542.2,439.0,put,2016-01-21,5425,AS51,4892.8009999999995,2016-01-15,0.5081017472133853,-0.9398468530302839,0.0003708063494366043,0.7414320259716024,-3.4598227697249824,-0.8450438831265905,AS51 01-21-16 P5425 Index,2015-12-16,-30
2016-01-18,561.0,573.0,557.1,421.0,put,2016-01-21,5425,AS51,4858.702,2016-01-18,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,-33
2016-01-19,522.0,531.0,525.0,419.0,put,2016-01-21,5425,AS51,4903.069,2016-01-19,0.6920363917934965,-0.9742910706153929,0.0002362839432470741,0.21539533064076938,-4.061276143168572,-0.2905214435786928,AS51 01-21-16 P5425 Index,2015-12-16,-34
2016-01-20,555.0,565.0,569.0,393.0,put,2016-01-21,5425,AS51,4841.526,2016-01-20,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,-35
2016-01-21,,,515.0,0.0,put,2016-01-21,5425,AS51,4864.004,2016-01-21,,,,,,,AS51 01-21-16 P5425 Index,2015-12-16,-36
2015-11-20,489.0,518.0,486.2,0.0,put,2016-02-18,5725,AS51,5256.144,2015-11-20,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,26
2015-11-23,475.0,506.0,466.1,0.0,put,2016-02-18,5725,AS51,5276.422,2015-11-23,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,23
2015-11-24,484.0,518.0,512.7,0.0,put,2016-02-18,5725,AS51,5226.389,2015-11-24,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,22
2015-11-25,513.0,526.0,535.0,0.0,put,2016-02-18,5725,AS51,5193.681,2015-11-25,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,21
2015-11-26,483.0,533.0,520.3,0.0,put,2016-02-18,5725,AS51,5210.697,2015-11-26,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,20
2015-11-27,478.0,528.0,534.6,0.0,put,2016-02-18,5725,AS51,5202.584,2015-11-27,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,19
2015-11-30,509.0,559.0,552.4,0.0,put,2016-02-18,5725,AS51,5166.518,2015-11-30,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,16
2015-12-01,492.0,542.0,482.2,0.0,put,2016-02-18,5725,AS51,5266.139,2015-12-01,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,15
2015-12-02,480.0,515.0,471.5,0.0,put,2016-02-18,5725,AS51,5258.339,2015-12-02,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,14
2015-12-03,507.0,555.0,514.1,0.0,put,2016-02-18,5725,AS51,5227.717000000001,2015-12-03,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,13
2015-12-04,578.0,628.0,585.4,0.0,put,2016-02-18,5725,AS51,5151.607,2015-12-04,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,12
2015-12-07,501.0,551.0,588.7,0.0,put,2016-02-18,5725,AS51,5155.697,2015-12-07,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,9
2015-12-08,578.0,628.0,628.8,0.0,put,2016-02-18,5725,AS51,5108.605,2015-12-08,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,8
2015-12-09,617.0,632.0,658.0,0.0,put,2016-02-18,5725,AS51,5080.4529999999995,2015-12-09,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,7
2015-12-10,676.0,726.0,699.3,0.0,put,2016-02-18,5725,AS51,5037.717000000001,2015-12-10,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,6
2015-12-11,654.0,704.0,717.5,0.0,put,2016-02-18,5725,AS51,5029.45,2015-12-11,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,5
2015-12-14,747.0,797.0,814.9,0.0,put,2016-02-18,5725,AS51,4928.598,2015-12-14,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,2
2015-12-15,789.0,802.0,829.6,0.0,put,2016-02-18,5725,AS51,4909.555,2015-12-15,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,1
2015-12-16,723.0,736.0,714.7,0.0,put,2016-02-18,5725,AS51,5028.447,2015-12-16,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,0
2015-12-17,627.0,653.0,629.5,0.0,put,2016-02-18,5725,AS51,5102.008,2015-12-17,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-1
2015-12-18,648.0,673.0,627.2,0.0,put,2016-02-18,5725,AS51,5106.659000000001,2015-12-18,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-2
2015-12-21,651.0,663.0,629.4,0.0,put,2016-02-18,5725,AS51,5109.049,2015-12-21,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-5
2015-12-22,604.0,630.0,618.0,0.0,put,2016-02-18,5725,AS51,5116.691,2015-12-22,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-6
2015-12-23,574.0,583.0,588.7,0.0,put,2016-02-18,5725,AS51,5141.779,2015-12-23,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-7
2015-12-24,532.0,543.0,536.7,0.0,put,2016-02-18,5725,AS51,5207.649,2015-12-24,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-8
2015-12-29,495.0,519.0,446.2,0.0,put,2016-02-18,5725,AS51,5267.344,2015-12-29,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-13
2015-12-30,396.0,419.0,404.1,0.0,put,2016-02-18,5725,AS51,5319.941999999999,2015-12-30,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-14
2015-12-31,402.0,411.0,436.9,0.0,put,2016-02-18,5725,AS51,5295.859,2015-12-31,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-15
2016-01-04,420.0,440.0,444.0,0.0,put,2016-02-18,5725,AS51,5270.475,2016-01-04,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-19
2016-01-05,513.0,523.0,550.7,0.0,put,2016-02-18,5725,AS51,5184.434,2016-01-05,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-20
2016-01-06,537.0,586.0,612.2,0.0,put,2016-02-18,5725,AS51,5123.134,2016-01-06,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-21
2016-01-07,602.0,623.0,728.4,0.0,put,2016-02-18,5725,AS51,5010.34,2016-01-07,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-22
2016-01-08,749.0,770.0,761.6,0.0,put,2016-02-18,5725,AS51,4990.839,2016-01-08,0.2743865603986011,-0.9258646806682528,0.00028928525833788794,2.220891035806226,-1.0547801042854883,-6.0460302421114545,AS51 02-18-16 P5725 Index,2015-12-16,-23
2016-01-11,800.0,865.0,820.2,0.0,put,2016-02-18,5725,AS51,4932.237,2016-01-11,0.3097379056269543,-0.9248853992150948,0.0002734095368516592,2.1447991181257344,-1.1784817502509881,-5.603130178005523,AS51 02-18-16 P5725 Index,2015-12-16,-26
2016-01-12,739.0,789.0,805.1,0.0,put,2016-02-18,5725,AS51,4925.1320000000005,2016-01-12,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-27
2016-01-13,732.0,782.0,748.0,0.0,put,2016-02-18,5725,AS51,4987.44,2016-01-13,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-28
2016-01-14,800.0,865.0,806.8,0.0,put,2016-02-18,5725,AS51,4909.383,2016-01-14,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-29
2016-01-15,789.0,854.0,851.6,0.0,put,2016-02-18,5725,AS51,4892.8009999999995,2016-01-15,0.302282664370361,-0.9499399883498084,0.00021309221383086126,1.4364217761741334,-0.9478890031538892,-5.1227914807641,AS51 02-18-16 P5725 Index,2015-12-16,-30
2016-01-18,877.0,891.0,866.4,0.0,put,2016-02-18,5725,AS51,4858.702,2016-01-18,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-33
2016-01-19,811.0,876.0,841.4,0.0,put,2016-02-18,5725,AS51,4903.069,2016-01-19,0.3272062328150979,-0.9448759076382434,0.00022916289175999165,1.4815975868945832,-1.116684801096061,-4.4993357026750145,AS51 02-18-16 P5725 Index,2015-12-16,-34
2016-01-20,832.0,897.0,884.7,0.0,put,2016-02-18,5725,AS51,4841.526,2016-01-20,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-35
2016-01-21,811.0,876.0,857.8,0.0,put,2016-02-18,5725,AS51,4864.004,2016-01-21,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-36
2016-01-22,784.0,849.0,808.9,0.0,put,2016-02-18,5725,AS51,4915.9529999999995,2016-01-22,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-37
2016-01-25,736.0,786.0,738.0,0.0,put,2016-02-18,5725,AS51,5006.564,2016-01-25,0.33650526936062924,-0.9344478387763441,0.0002848410159327538,1.5797643791423723,-1.4245945847583064,-3.561450680216185,AS51 02-18-16 P5725 Index,2015-12-16,-40
2016-01-27,729.0,779.0,772.1,0.0,put,2016-02-18,5725,AS51,4946.441,2016-01-27,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-42
2016-01-28,750.0,815.0,761.9,0.0,put,2016-02-18,5725,AS51,4976.164000000001,2016-01-28,0.32806770987010364,-0.9584968666680611,0.00021510551429275082,1.0053813646674241,-1.1081438576619391,-3.182528483357658,AS51 02-18-16 P5725 Index,2015-12-16,-43
2016-01-29,756.0,821.0,724.5,0.0,put,2016-02-18,5725,AS51,5005.524,2016-01-29,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-44
2016-02-01,661.0,709.0,685.6,0.0,put,2016-02-18,5725,AS51,5043.589,2016-02-01,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-47
2016-02-02,703.0,751.0,742.6,0.0,put,2016-02-18,5725,AS51,4993.322,2016-02-02,0.36180556854707197,-0.9608239718950031,0.00021468828301968973,0.8489651318997283,-1.2857426760200334,-2.428626181694554,AS51 02-18-16 P5725 Index,2015-12-16,-48
2016-02-03,790.0,851.0,861.4,0.0,put,2016-02-18,5725,AS51,4876.7570000000005,2016-02-03,0.45941115057516213,-0.9524776559390316,0.00021113369057721793,0.9480247983831341,-1.760443121161356,-2.2629049627168207,AS51 02-18-16 P5725 Index,2015-12-16,-49
2016-02-04,787.0,795.0,758.5,0.0,put,2016-02-18,5725,AS51,4980.359,2016-02-04,0.43212893816883907,-0.9453834917750812,0.00025579016494470713,1.0516074691737116,-1.9413365522810184,-2.096873658739406,AS51 02-18-16 P5725 Index,2015-12-16,-50
2016-02-05,766.0,829.0,763.7,0.0,put,2016-02-18,5725,AS51,4976.1759999999995,2016-02-05,0.4633981327698229,-0.9403286091191936,0.0002667053372534142,1.0900036161939397,-2.258643777269511,-1.9385816037961658,AS51 02-18-16 P5725 Index,2015-12-16,-51
2016-02-08,735.0,785.0,765.5,0.0,put,2016-02-18,5725,AS51,4975.393,2016-02-08,0.5483837213574335,-0.933201479706454,0.00028257678424332483,1.0509521670580582,-3.1947416387335683,-1.4817929067729134,AS51 02-18-16 P5725 Index,2015-12-16,-54
2016-02-09,841.0,906.0,912.6,0.0,put,2016-02-18,5725,AS51,4832.076,2016-02-09,0.7164056706333272,-0.9264272887267329,0.0002535861763100073,1.0459278995952226,-4.456346797261032,-1.3288357152990042,AS51 02-18-16 P5725 Index,2015-12-16,-55
2016-02-10,983.0,1048.0,977.7,0.0,put,2016-02-18,5725,AS51,4775.68,2016-02-10,0.8863095548705379,-0.9058109858004306,0.0002658794198137522,1.1779794483062487,-6.804385441292712,-1.1624248566942246,AS51 02-18-16 P5725 Index,2015-12-16,-56
2016-02-11,920.0,985.0,920.7,0.0,put,2016-02-18,5725,AS51,4821.077,2016-02-11,0.7949303176499446,-0.9337687522820546,0.000239908059000449,0.8500945054291842,-5.12193063251846,-1.0399259557430132,AS51 02-18-16 P5725 Index,2015-12-16,-57
2016-02-12,927.0,992.0,988.7,0.0,put,2016-02-18,5725,AS51,4765.346,2016-02-12,1.0448667980259176,-0.9035467209681477,0.0002661693430441201,1.0381646242322244,-9.316530813825242,-0.8703144250814268,AS51 02-18-16 P5725 Index,2015-12-16,-58
2016-02-15,924.0,935.0,902.6,0.0,put,2016-02-18,5725,AS51,4843.46,2016-02-15,1.2762537107183165,-0.9172857206328794,0.00027110114812677283,0.6671265115180338,-14.481837026576024,-0.43935096135259116,AS51 02-18-16 P5725 Index,2015-12-16,-61
2016-02-16,855.0,920.0,811.9,0.0,put,2016-02-18,5725,AS51,4910.037,2016-02-16,,,,,,,AS51 02-18-16 P5725 Index,2015-12-16,-62
2016-02-17,789.0,854.0,848.0,0.0,put,2016-02-18,5725,AS51,4882.1,2016-02-17,1.5952925405194143,-0.968895468303079,0.0001714138914276205,0.17856931226746095,-14.55924534625584,-0.15282861824116337,AS51 02-18-16 P5725 Index,2015-12-16,-63
2016-02-18,,,773.0,0.0,put,2016-02-18,5725,AS51,4991.997,2016-02-18,3.7784824830242796,-0.8614690050849354,0.00037039781401122655,0.3487662561924503,-180.8084777495985,-0.05073450688976984,AS51 02-18-16 P5725 Index,2015-12-16,-64
2015-12-09,476.0,490.0,481.6,0.0,call,2016-02-18,4625,AS51,5080.4529999999995,2015-12-09,0.23548809235546422,0.8100795247632547,0.0004977402830038268,5.884940851970303,-0.6427714064316162,7.068820207653854,AS51 02-18-16 C4625 Index,2015-12-16,7
2015-12-10,450.0,473.0,444.5,0.0,call,2016-02-18,4625,AS51,5037.717000000001,2015-12-10,0.23186868389691107,0.7928475542807192,0.0005430480658046643,6.128484292426358,-0.6927624415182398,6.807531840618854,AS51 02-18-16 C4625 Index,2015-12-16,6
2015-12-11,426.0,446.0,430.1,0.0,call,2016-02-18,4625,AS51,5029.45,2015-12-11,0.21999804671151918,0.8009855982393633,0.0005632080057883024,5.924952331858187,-0.6204095935161432,6.802486963766647,AS51 02-18-16 C4625 Index,2015-12-16,5
2015-12-14,372.0,407.0,352.7,0.0,call,2016-02-18,4625,AS51,4928.598,2015-12-14,0.22411731985944225,0.7401588943541105,0.000676419701328386,6.658701286290558,-0.8387977530844157,5.95852637430488,AS51 02-18-16 C4625 Index,2015-12-16,2
2015-12-15,372.0,389.0,341.5,0.0,call,2016-02-18,4625,AS51,4909.555,2015-12-15,0.22950536325242296,0.7246753925285282,0.0006891743293553768,6.789326315384146,-0.914175981374973,5.727717542184955,AS51 02-18-16 C4625 Index,2015-12-16,1
2015-12-16,375.0,386.0,434.9,0.0,call,2016-02-18,4625,AS51,5028.447,2015-12-16,0.23534809314959798,0.7957568218392724,0.0005570237488405653,5.812182724289507,-0.7463327374015929,6.25362586916335,AS51 02-18-16 C4625 Index,2015-12-16,0
2015-12-17,487.0,499.0,506.3,0.0,call,2016-02-18,4625,AS51,5102.008,2015-12-17,0.2581437955051505,0.8160536794724377,0.00047181139871637956,5.4721762357279875,-0.7831537846418521,6.3124488018948535,AS51 02-18-16 C4625 Index,2015-12-16,-1
2015-12-18,437.0,461.0,504.5,0.0,call,2016-02-18,4625,AS51,5106.659000000001,2015-12-18,0.2490000647079399,0.8279113375699866,0.00047141644121336505,5.199681318535827,-0.701404006464918,6.324613007085925,AS51 02-18-16 C4625 Index,2015-12-16,-2
2015-12-21,505.0,519.0,504.1,0.0,call,2016-02-18,4625,AS51,5109.049,2015-12-21,0.24840885765296575,0.8357427469875429,0.00046980646606735964,4.924082838631139,-0.690727875472034,6.087103783547494,AS51 02-18-16 C4625 Index,2015-12-16,-5
2015-12-22,530.0,551.0,514.7,0.0,call,2016-02-18,4625,AS51,5116.691,2015-12-22,0.2584298456790828,0.8328904187312742,0.00046042516866364933,4.950114380561853,-0.7570479311064157,5.9540462671642596,AS51 02-18-16 C4625 Index,2015-12-16,-6
2015-12-23,526.0,548.0,531.9,0.0,call,2016-02-18,4625,AS51,5141.779,2015-12-23,0.2516069535351269,0.8520931439267162,0.0004362818861675513,4.532091036280694,-0.6446699978269493,6.011352167362272,AS51 02-18-16 C4625 Index,2015-12-16,-7
2015-12-24,561.0,589.0,580.5,0.0,call,2016-02-18,4625,AS51,5207.649,2015-12-24,0.22988006815471762,0.8996624289931131,0.0003554786594356263,3.4001135654570427,-0.31705236802673153,6.297508611678881,AS51 02-18-16 C4625 Index,2015-12-16,-8
2015-12-29,608.0,631.0,666.5,0.0,call,2016-02-18,4625,AS51,5267.344,2015-12-29,0.3244495809927382,0.859192361409625,0.0003384104530905546,4.2564904477472645,-0.9810077932055558,5.392253375768708,AS51 02-18-16 C4625 Index,2015-12-16,-13
2015-12-30,695.0,708.0,708.4,0.0,call,2016-02-18,4625,AS51,5319.941999999999,2015-12-30,0.3167856566456743,0.8833865039051675,0.000301851011221036,3.7072261460353015,-0.7863548730610048,5.467349266244197,AS51 02-18-16 C4625 Index,2015-12-16,-14
2015-12-31,692.0,703.0,673.9,0.0,call,2016-02-18,4625,AS51,5295.859,2015-12-31,0.2809719146346034,0.9029872978851167,0.0002998185075742515,3.1717386311916456,-0.5167516252642699,5.515108959209267,AS51 02-18-16 C4625 Index,2015-12-16,-15
2016-01-04,687.0,699.0,671.1,0.0,call,2016-02-18,4625,AS51,5270.475,2016-01-04,0.34455475543267733,0.862206623649486,0.0003351643567497232,3.9548975703232068,-1.13953735923038,4.775102204522085,AS51 02-18-16 C4625 Index,2015-12-16,-19
2016-01-05,584.0,603.0,565.1,0.0,call,2016-02-18,4625,AS51,5184.434,2016-01-05,0.2621000343097443,0.8920021868281423,0.000378411989813188,3.2136196805542636,-0.5816304699558047,4.893555191246893,AS51 02-18-16 C4625 Index,2015-12-16,-20
2016-01-06,531.0,550.0,508.6,0.0,call,2016-02-18,4625,AS51,5123.134,2016-01-06,0.2569848060337189,0.8737610147473603,0.00044444664377909154,3.5316210743067415,-0.6936698409862452,4.674388350373924,AS51 02-18-16 C4625 Index,2015-12-16,-21
2016-01-07,491.0,509.0,405.1,0.0,call,2016-02-18,4625,AS51,5010.34,2016-01-07,0.24049310780292502,0.8328664536517209,0.0005989583321075204,4.160926719123323,-0.857456305927617,4.335601438639815,AS51 02-18-16 C4625 Index,2015-12-16,-22
2016-01-08,383.0,398.0,386.3,0.0,call,2016-02-18,4625,AS51,4990.839,2016-01-08,0.2363176532676361,0.8277231894329159,0.0006323208450743308,4.180919222123779,-0.8751451014537649,4.206412607563658,AS51 02-18-16 C4625 Index,2015-12-16,-23
2016-01-11,334.0,344.0,336.7,0.0,call,2016-02-18,4625,AS51,4932.237,2016-01-11,0.23842627933073926,0.7950485824802676,0.0007370619749476429,4.4507862111020655,-1.0847065708421126,3.7319831600453592,AS51 02-18-16 C4625 Index,2015-12-16,-26
2016-01-12,357.0,367.0,344.6,0.0,call,2016-02-18,4625,AS51,4925.1320000000005,2016-01-12,0.27038021796339606,0.7671567819346554,0.0007117683264367443,4.732146494975817,-1.4278334024895296,3.48078606525385,AS51 02-18-16 C4625 Index,2015-12-16,-27
2016-01-13,326.0,361.0,385.7,0.0,call,2016-02-18,4625,AS51,4987.44,2016-01-13,0.25362860055362163,0.8260207775519737,0.0006348963375474499,3.950627219531767,-1.0627726172833958,3.68287798368705,AS51 02-18-16 C4625 Index,2015-12-16,-28
2016-01-14,281.0,316.0,341.2,0.0,call,2016-02-18,4625,AS51,4909.383,2016-01-14,0.29478272532960575,0.7454926504408456,0.0007079610592718327,4.82325706146594,-1.739055762341179,3.1823236456020005,AS51 02-18-16 C4625 Index,2015-12-16,-29
2016-01-15,372.0,407.0,300.6,0.0,call,2016-02-18,4625,AS51,4892.8009999999995,2016-01-15,0.23741469036229698,0.7783564538466435,0.0008281294545510148,4.38436777778874,-1.2294125814143249,3.267486849727906,AS51 02-18-16 C4625 Index,2015-12-16,-30
2016-01-18,249.0,284.0,291.0,0.0,call,2016-02-18,4625,AS51,4858.702,2016-01-18,0.2827604021753969,0.7266387491106127,0.0008235585745979174,4.668984581095303,-1.8494109992748156,2.751374121945704,AS51 02-18-16 C4625 Index,2015-12-16,-33
2016-01-19,303.0,316.0,305.1,0.0,call,2016-02-18,4625,AS51,4903.069,2016-01-19,0.24073850231852637,0.7987385593742887,0.0008200379912627836,3.900712372421483,-1.2553965499952697,2.9680851530734804,AS51 02-18-16 C4625 Index,2015-12-16,-34
2016-01-20,298.0,333.0,275.5,0.0,call,2016-02-18,4625,AS51,4841.526,2016-01-20,0.28431842061425455,0.7177240296807352,0.0008640319440452137,4.575140834928296,-1.9677382338656992,2.541972793567054,AS51 02-18-16 C4625 Index,2015-12-16,-35
2016-01-21,289.0,324.0,290.5,0.0,call,2016-02-18,4625,AS51,4864.004,2016-01-21,0.28559538030706133,0.7395501868051932,0.0008366213534876512,4.336437955086,-1.9265994623856721,2.536627448520378,AS51 02-18-16 C4625 Index,2015-12-16,-36
2016-01-22,315.0,331.0,323.9,17.0,call,2016-02-18,4625,AS51,4915.9529999999995,2016-01-22,0.27413410765927143,0.7935941678955392,0.0007698206622379831,3.7725845429323317,-1.6057133778924284,2.6462749047153875,AS51 02-18-16 C4625 Index,2015-12-16,-37
